,name,address,postalCode,latitude,longitude,categories
1981,Bar Louie, , ,40.40708,-79.9173974,"restaurant amenity, american cuisine"
1982,Photo Antiques, , ,40.4535506,-79.9996347, 
1983,Cricket Wireless, , ,40.4535623,-79.9995754,mobile_phone shop
1984,Union Grill,"413, S Craig St",15213,40.44482060090197,-79.94841323648119,"yes building, restaurant amenity, american cuisine"
1985,Jalen's Barbershop, , ,40.4536542,-79.9990737,hairdresser shop
1986,Money Mart, , ,40.4537225,-79.9984743,money_lender shop
1987,Leverty Jewelers, , ,40.4536757,-79.9987854,jewelry shop
1988,Happy Nails, , ,40.453694,-79.9988484,beauty shop
1989,Steel City Market, , ,40.4536497,-79.9990091,clothes shop
1990,Lillen's Pizza, , ,40.4535755,-79.9995036,restaurant amenity
1991,Horner School, , ,40.4439577,-79.8803276,school amenity
1992,Browns Ln at Ross Park Dr, , ,40.5453998,-80.0192123, 
1993,The Pitt Shop, , ,40.4427896,-79.9554318,clothes shop
1994,Moore & Moore Appliance Center, , ,40.5184862,-80.0313351,electronics shop
1995,Mantini's Wood Fired, , ,40.428861,-79.9898852,restaurant amenity
1996,South Allegheny High School Track, , ,40.32394555074959,-79.87015431534877, 
1997,Sunoco, , ,40.49205285,-80.06138784999999,"roof building, fuel amenity"
1998,Crazy Mocha, , ,40.4268585,-79.9663212,coffee shop
1999,LA Fitness, , ,40.4271335,-79.966633, 
2000,BKG Designs,"158, Perry Highway", ,40.5142004,-80.029301,kitchen shop
2001,Serenity Couseling, , ,40.5141301,-80.03024, 
2002,Mount Royal Memorial Park, , ,40.540051537031175,-79.96926544170695, 
2003,Squirrel Hill Tunnel West Portal Building, , ,40.42801704596848,-79.92636213437986,yes building
2004,Squirrel Hill Tunnel East Portal Building, , ,40.42586135338967,-79.9116869665707,yes building
2005,Wallace School, , ,40.3578473,-79.9636625,school amenity
2006,Rite Aid, , ,40.38039915206042,-79.81274766749587,"chemist shop, commercial building, pharmacy amenity"
2007,Sewickley Hotel, , ,40.5400926,-80.1800107,bar amenity
2008,Sharp Edge, , ,40.539502,-80.1804733,pub amenity
2009,Arby's, , ,40.48768566135529,-80.055694140945,"commercial building, fast_food amenity, sandwich cuisine"
2010,MedExpress, , ,40.5382643,-80.0133072,clinic amenity
2011,Discount Tire Center, ,15202,40.48693771541981,-80.0546472628261,"tyres shop, commercial building"
2012,NAPA Auto Parts, , ,40.48727797462771,-80.05502439598885,"car_parts shop, commercial building"
2013,Thomas Jewellers, , ,40.5413039,-80.1814979,jewelry shop
2014,Starbucks, , ,40.5410115,-80.1809467,cafe amenity
2015,KFC, , ,40.48838759818463,-80.0566185111634,"retail building, fast_food amenity, chicken cuisine"
2016,Safran's, , ,40.5409044,-80.182147,supermarket shop
2017,Crazy Mocha, , ,40.5396895,-80.1789552,cafe amenity
2018,Bruegger's Bagels, , ,40.5406965,-80.1811063,cafe amenity
2019,RoMo's, , ,40.5204465,-80.210328,fast_food amenity
2020,McCloskey Field, , ,40.42,-79.9880556, 
2021,Darlene Faessel Beauty Salon, , ,40.534390390510275,-80.01965507481326,"hairdresser shop, retail building"
2022,Classic Computer, , ,40.5348075,-80.0193732,computer shop
2023,A E Oblock Junior High School Library, , ,40.4734197,-79.7137022,library amenity
2024,Monroeville Chrysler Jeep, , ,40.43540103273961,-79.7903668849359,"car shop, retail building"
2025,Christ Episcopal Church, , ,40.55035840883066,-80.02468471921243,"yes building, place_of_worship amenity"
2026,Toys R Us, , ,40.436118988168765,-79.79040141189175,"toys shop, retail building"
2027,J.M. Gibson & Company Real Estate, , ,40.4871,-80.0372473, 
2028,Brighton Road Auto Sales,"3160, Brighton Road", ,40.4753779,-80.0301018,car shop
2029,Shop 'n Save, , ,40.34470320796393,-79.94677685993743,"supermarket shop, retail building"
2030,Phillips Elementary School Library, , ,40.40924,-79.97922,library amenity
2031,McKeesport War Memorial, , ,40.351509,-79.8672044, 
2032,Bethel Park Industrial Park, , ,40.32421202144744,-80.04251780052444, 
2033,Morrow Elementary School, , ,40.4800091963055,-80.03973402254697,school amenity
2034,Original Mattress, , ,40.5434169,-80.0145819,bed shop
2035,Honorary Consulate of the Czech Republic,"800, Vinial Street",15212,40.4571156,-79.9918289,embassy amenity
2036,Woolslair Elementary School Library, , ,40.4636028,-79.957192,library amenity
2037,Ridge Avenue at Hawkins Village, , ,40.4121952,-79.8762529, 
2038,Shadyside Plaza, , ,40.45838615441956,-79.92469349092902,"mall shop, yes building"
2039,Foxwell EMS, , ,40.51018982888317,-79.89119923853353,yes building
2040,Dollar General, , ,40.3420578,-80.0268865,variety_store shop
2041,Mellon National Bank Building,"500, Smithfield Street",15222,40.44032246557894,-79.99809822120709,yes building
2042,William Andrews Memorial Pavilion, , ,40.4718476507248,-80.1021323678831,"yes building, shelter amenity"
2043,Shady Oak Apartments, , ,40.4488323,-79.94631035,yes building
2044,Sleepy Hollow Academy, , ,40.399201,-79.9677472,school amenity
2045,Westinghouse Shelter, , ,40.4382294,-79.9441513,shelter amenity
2046,First Avenue, , ,40.4354352,-79.9965718, 
2047,PaPa J's,"212, Boulevard of the Allies",15222,40.4386919792895,-80.00325065003078,"yes building, restaurant amenity"
2048,Pittsburgh Ballet Theater Building,"113-115, Wood Street",15222,40.438371605085635,-80.00227710355563,yes building
2049,YMCA of Greater Pittsburgh,Boulevard of the Allies,15222,40.43781861404598,-80.00120414551444,yes building
2050,Municipal Authority of the City of McKeesport,"100, Atlantic Ave",15132,40.3535934,-79.8731789,storage_tank building
2051,Village Park, , ,40.43808243780269,-80.0018432005139, 
2052,Aldi,"3089, Sussex Avenue", ,40.3837415,-80.0141737,supermarket shop
2053,Batting Cages, , ,40.422774032500186,-80.04447926393644, 
2054,Beth Shalom Congregation Synagogue, , ,40.4355445,-79.9193541,place_of_worship amenity
2055,Saint Simon and Jude School, , ,40.399938,-80.0637401,school amenity
2056,Ichiban Steakhouse & Sushi Bar,"983, Freeport Road",15238,40.4880627,-79.8865574,"restaurant amenity, steak_house;japanese;hibachi;sushi cuisine"
2057,VEBH Architects,"470, Washington Road",15228,40.38446045,-80.04411800000001,office building
2058,Beth Israel Center,"115, Gill Hall Road",15025,40.3168394,-79.9620344,place_of_worship amenity
2059,Payless Shoesource, , ,40.5444788,-80.0073246,shoes shop
2060,Phillip Pelusi, , ,40.5440267,-80.0070683,hairdresser shop
2061,Omega, , ,40.5437712,-80.0076315,yes shop
2062,Pandora, , ,40.5433949,-80.0079801,jewelry shop
2063,Sephora, , ,40.5434986,-80.0078805,beauty shop
2064,Spencer's, , ,40.5446328,-80.0071837,yes shop
2065,Picture People, , ,40.5439065,-80.0071548,photo shop
2066,Sassy's Nail Spa, , ,40.5435555,-80.0073151,beauty shop
2067,Steel City Collectibles, , ,40.544537,-80.0068661,yes shop
2068,Swarovski, , ,40.5434486,-80.0079303,jewelry shop
2069,Walnut Place, , ,40.41593518050501,-79.92469647144699,commercial building
2070,424 Walnut, , ,40.540648,-80.1820443,restaurant amenity
2071,Felician Sisters Academy, , ,40.5020819,-80.1567859,school amenity
2072,Tom's Diner,"1717, East Carson Street",15203,40.42906233892342,-79.98121246734873,"yes building, cafe amenity"
2073,US Post Office,"1731, East Carson Street",15203,40.42905315701422,-79.98098790405326,"yes building, post_office amenity"
2074,Jimmy D's,"1707, East Carson Street",15203,40.4290489,-79.98153775,"yes building, bar amenity"
2075,The Bead Mine,"1703, East Carson Street",15203,40.42903594861915,-79.98179925466371,"jewelry shop, yes building"
2076,Shaare Torah Cemetery, , ,40.379394890104024,-79.98607065856135, 
2077,American Natural,"73, East Carson Street",15219,40.4310749,-80.0012277,fuel amenity
2078,Pier 1 Imports, , ,40.5377869,-80.0133159,furniture shop
2079,Plato's Closet, , ,40.5381589,-80.0133347,clothes shop
2080,Marathon, , ,40.511937206613766,-80.03132153665887,"roof building, fuel amenity"
2081,PNC Bank, , ,40.52475417194119,-79.84187358929067,"commercial building, bank amenity"
2082,The Blind Pig,"2210, East Carson Street",15203,40.428190912927754,-79.97406509987204,"yes building, bar amenity"
2083,Carlyle Arms,"5551, Centre Avenue",15232,40.457331346640146,-79.93460310148276,yes building
2084,Walgreens,"6201, Saltsburg Road",15235,40.48532039221955,-79.81655075407046,"retail building, pharmacy amenity"
2085,Gateway, , ,40.441764,-80.0041806, 
2086,Ona Boutique,"692, Washington Road",15228,40.3803159,-80.0448833,boutique shop
2087,Jerry's Records,"2136, Murray Ave.",15217,40.4326859,-79.9233818,music shop
2088,DiNardo's Candy,"696, Washington Road",15228,40.3802671,-80.0449136,confectionery shop
2089,Macy's Furniture Gallery, , ,40.538786391911714,-80.00908266007569,"furniture shop, retail building"
2090,Dina Ellen,"817, S. Aiken Ave",15232,40.45043135387736,-79.93514669594836,clothes shop
2091,Espresso A Mano,"3623, Butler Street",15201,40.4660398,-79.9649741,"cafe amenity, coffee_shop cuisine"
2092,Cake It Easy,"405, Lincoln Avenue", ,40.4940202,-80.0527037,bakery shop
2093,The Mayflower,"141, North Dithridge Street", ,40.447856949999995,-79.95149689999998,dormitory building
2094,Pittsburgh DJ Company, , ,40.4938739,-80.0527774, 
2095,Good L'oven Cookie Shop, , ,40.4941566,-80.0532998,bakery shop
2096,"Dr. Mark L. Raphael, Podiatrist", , ,40.494084,-80.0531582,doctors amenity
2097,14, , ,40.52896351438166,-79.82580348903753, 
2098,The Oratory: Ryan Catholic Newman Center,"4450, Bayard Street", ,40.448579097312695,-79.95203734331518,"yes building, place_of_worship amenity"
2099,Crate & Barrel, , ,40.54224363270985,-80.00925666702238,yes building
2100,Overbrook Elementary School (closed), , ,40.3903472,-79.9972748,yes building
2101,Car & Carraige Museum, , ,40.4473335,-79.9021656, 
2102,Pittsburgh Chinese Church, , ,40.44785331104725,-79.9506290133708,"yes building, place_of_worship amenity"
2103,Point Brugge Caf, , ,40.4500761,-79.9138075,restaurant amenity
2104,Creekside Park, , ,40.51276341653041,-79.82929814823136, 
2105,Waterfront Bike Rental,"201, Waterfront Drive West", ,40.408354485093994,-79.9186754272775,"bicycle shop, yes building"
2106,Shepard Elementary School, , ,40.4217356,-80.1414457,school amenity
2107,Tessaro's, , ,40.4627252,-79.9507142,"restaurant amenity, burger cuisine"
2108,Sunrise Baptist Church, , ,40.3249398,-79.9902146,place_of_worship amenity
2109,Preschool, , ,40.32552671093726,-79.83476165094463,yes building
2110,Stoneridge Covenant Church, , ,40.539956,-79.9464897,place_of_worship amenity
2111,Saint Josephs Cemetery, , ,40.3761802,-79.7950467,grave_yard amenity
2112,Pittsburgh Community Services,"249, N Craig St",15213,40.45127976239121,-79.95198532838823,office building
2113,Super Mart,"1761, Pine Hollow Road",15136,40.47568779737954,-80.10047518751406,"convenience shop, retail building"
2114,Saint Germaine School, , ,40.3414585,-80.0144971,school amenity
2115,Sacred Heart Catholic Church, , ,40.3995622,-79.8634272,place_of_worship amenity
2116,Kuchar Turek & Associates, , ,40.5087713,-79.9910207, 
2117,Jewelry Warehouse, , ,40.5088371,-79.991071,jewelry shop
2118,Consignment Boutique, , ,40.5134707,-79.9991478,second_hand shop
2119,Coca-Cola, , ,40.511245,-79.9943962,vending_machine amenity
2120,Flowerama, , ,40.518206,-80.0134284,florist shop
2121,Enterprise, , ,40.5134147,-79.9989493,car_rental amenity
2122,Babcock Beer, , ,40.5104512,-79.993548,alcohol shop
2123,Waterworks Mall, , ,40.487304585799926,-79.88997708221984,mall shop
2124,APLS Landscape Supply, , ,40.5504387,-79.9596253,garden_centre shop
2125,Off Leash Exercise Area, , ,40.4319180757541,-79.9064424683744, 
2126,Hilltop Pharmacy,"818, East Warrington Avenue",15210,40.4217144,-79.9929367,pharmacy amenity
2127,Cowley Athletic Field, , ,40.4616113,-79.9857151, 
2128,Saint Pauls Orphanage, , ,40.4209024,-80.071166, 
2129,Primitive Methodist Church, , ,40.4065543,-80.0797605,place_of_worship amenity
2130,Panera Bread, , ,40.4362555,-79.9579355,"bakery shop, cafe amenity"
2131,Saint Joseph School, , ,40.506553,-79.8359707,school amenity
2132,The Allegheny Inn, , ,40.45613424485616,-80.00229494998364,yes building
2133,Gradatim Post Office (historical), , ,40.3392362,-80.1786686,post_office amenity
2134,Quail School, , ,40.5056243,-80.0497773,school amenity
2135,Eat 'N' Park, , ,40.34115574902621,-80.05328018666269,"yes building, restaurant amenity"
2136,C.S. Kim Karate, , ,40.34048,-79.811295, 
2137,West View Cemetery, , ,40.503256038458,-80.02200855298736, 
2138,Berkshire Hathaway Home Services, , ,40.539888292630174,-80.18105920677667,commercial building
2139,PWSA Water Treatment Plant,"900, Freeport Road",15238,40.486740499999996,-79.8959657,yes building
2140,West View Volunteer Fire Comany, , ,40.52104762744779,-80.03372202120289,"yes building, fire_station amenity"
2141,Brothers Keeper,"483, Perry Highway", ,40.5213184322193,-80.03381637872305,"tattoo shop, retail building"
2142,Word of God Church, , ,40.4232853,-79.8894635,place_of_worship amenity
2143,Word and Worship Fellowship Church, , ,40.4062515,-79.8468896,place_of_worship amenity
2144,Masonic Building, , ,40.54113708414861,-80.18196361370846,retail building
2145,Local Brewhouse, , ,40.4481669,-80.0040518,restaurant amenity
2146,Beerhead Bar, , ,40.4480087,-80.0040035,bar amenity
2147,"I. N. Adoki, MD","1104, 5th Avenue",15108,40.51663141663032,-80.16249520709387,"yes building, doctors amenity"
2148,WYKE's Electronics Sales & Service,"1108, 5th Avenue",15108,40.516593710198464,-80.16236307336118,yes building
2149,Marathon, , ,40.36801841433325,-79.78052048064036,"convenience shop, yes building, fuel amenity"
2150,Progressive,"1100, 5th Avenue",15108,40.516618164572506,-80.16265720489415,commercial building
2151,Barnes & Noble, , ,40.34343475265708,-80.05559339207615,"books shop, yes building"
2152,The Home Depot,"400, North Highland Ave",15206,40.46496221965012,-79.92208776101738,"doityourself shop, yes building"
2153,Saint Columbkille School, , ,40.4481239,-80.2436708,school amenity
2154,South Park Commons, , ,40.33403953895829,-80.02321781088627, 
2155,Maryland Avenue, , ,40.3799937,-79.828358, 
2156,Baldwin Police Station, , ,40.38347297416423,-79.95693994703747,"yes building, police amenity"
2157,Hawthorne School, , ,40.42868,-79.8678271,school amenity
2158,Games, , ,40.38865668163059,-79.86723964674643,yes building
2159,Grandview Ave at Cohassett St, , ,40.4378159,-80.018296, 
2160,ABC Creative Play Center, , ,40.3453198,-79.9699188,yes building
2161,Beatty Welding, , ,40.53812187051486,-80.02269232522255,"car_repair shop, yes building"
2162,Library Building, , ,40.44978056230813,-80.01320094880046,university building
2163,A.J. Furlan Building, , ,40.46595866804016,-80.03326037467569,commercial building
2164,Edgewater, , ,40.51380857471276,-79.84651030460654, 
2165,Allegheny Concrete Recycling,"2201, Robinson Boulevard",15136,40.49160228294899,-80.0902606005752,commercial building
2166,River's Edge, , ,40.51137129665015,-79.84625059344074, 
2167,Highland Building,"121, South Highland Avenue", ,40.460665218669256,-79.92462845459386,yes building
2168,H&R Block,"410, Smithfield Street",15222,40.4390031,-79.9991179, 
2169,Saint Stephen Lutheran Church,"55, Forsythe Road",15220,40.400309563123734,-80.0673644939925,"church building, place_of_worship amenity"
2170,Clearview Common, , ,40.3805062,-80.0442328, 
2171,Schenley Place,"4420, Bayard Street",15213,40.44735741630151,-79.95344687242167,office building
2172,Woodhill Park, , ,40.379345891135245,-79.89732470396169, 
2173,ZOLL LifeVest, , ,40.497487944181366,-79.86864976839941,yes building
2174,Hope Church, , ,40.42868,-79.8553268,place_of_worship amenity
2175,Sto-Ken-Rox Boys & Girls Club,"2, Deweyville Road",15136,40.47002746369895,-80.0799326522354,yes building
2176,Moe's Southwest Grill,"5211, W Library Ave", ,40.3334183,-80.0233419,restaurant amenity
2177,"Red, White & Blue Thrift Store", , ,40.41078886542749,-80.0064704448906,"clothes shop, retail building"
2178,Sewickley Confectionary, , ,40.5388542,-80.1794294,fast_food amenity
2179,Clark Bar & Grill, , ,40.4488484,-80.0087197,restaurant amenity
2180,Dance Alloy School,"5530, Penn Avenue",15206,40.46345423263048,-79.93134670559114,"yes building, school amenity"
2181,Bethel Bakery, , ,40.3297802,-80.0302175,bakery shop
2182,Oakmont-Verona Cemetery, , ,40.51925328008301,-79.83039712230055, 
2183,Bottom Dollar, , ,40.3426772,-79.9841908,supermarket shop
2184,Saint Pius X Byzantine Catholic Church, , ,40.38805725961343,-79.98512392469326,"commercial building, place_of_worship amenity"
2185,Wilkins School Community Center, , ,40.430178610835206,-79.8929198490556,yes building
2186,Cherries Diner,"212, Forbes Avenue",15222,40.44037698193086,-80.00200210076503,"yes building, restaurant amenity"
2187,Boutique la Passerelle,"417, Wood Street",15222,40.439910242395726,-80.00115790290444,"boutique shop, yes building"
2188,Holy Trinity Polish National Cemetery, , ,40.48360946609016,-80.08247477625054, 
2189,Rainbow,2007, ,40.4314712,-79.9774774,clothes shop
2190,Sally Beauty Supply,1961, ,40.4314566,-79.9778541,beauty shop
2191,Suburban Building, , ,40.49631568182874,-80.05662465642331,yes building
2192,Lifetime Automotive Center,"2336, Babcock Boulevard", ,40.5140823913606,-80.00305783434766,"car_repair shop, commercial building"
2193,North Boros Veterinary Hospital,"2255, Babcock Boulevard", ,40.51292827525741,-79.99902047821368,"commercial building, veterinary amenity"
2194,Whitehall Fire Company, , ,40.35887194986816,-79.98228496643095,"yes building, fire_station amenity"
2195,Kretzler's Tavern, , ,40.512545477646896,-79.99719938568693,"retail building, bar amenity"
2196,Shenanigan's, , ,40.51377134835712,-80.00080404131067,"retail building, bar amenity"
2197,Arbor Bay Car Wash, , ,40.513664,-80.00033465,retail building
2198,H&R Block, , ,40.3820749,-80.0439304, 
2199,Subway, , ,40.3592374,-80.0291973,fast_food amenity
2200,Whitehall Medical Health Cetner,"4500, Saw Mill Run Boulevard", ,40.35826590776238,-79.98201150379033,commercial building
2201,Saint Peter Catholic Church, , ,40.45232006690005,-80.00855325672832,"yes building, place_of_worship amenity"
2202,Cardinal Wright Regional School, , ,40.45262972190037,-80.00818505342733,school building
2203,St. Peter Rectory, , ,40.45271314538418,-80.00867612384802,yes building
2204,Ms M's Happy Tots Learning Center, , ,40.46611765,-79.86466304999999,"school building, kindergarten amenity"
2205,Dairy Queen, , ,40.466421183147546,-79.86519145077243,"fast_food amenity, burger;ice_cream cuisine"
2206,Gladstone Middle School, , ,40.412757,-79.9414834,school amenity
2207,DXL, , ,40.5282971,-80.0077511,clothes shop
2208,Staples, , ,40.5281707,-80.0079495,stationery shop
2209,Kingdom Hall of Jehovahs Witnesses, , ,40.539578,-80.057927,place_of_worship amenity
2210,Memorial Hall, , ,40.3665459,-80.0164445, 
2211,Saint Anthony School, , ,40.4803468,-79.9758862,school amenity
2212,North Bessemer FIre Station,"1701, Leechburg Road",15235,40.49207024389413,-79.79308304918919,"yes building, fire_station amenity"
2213,Saint Anthony Cemetery, , ,40.5067354,-79.9667195,grave_yard amenity
2214,Wintzell's Oyster House, , ,40.3280136,-79.9466828,"restaurant amenity, seafood cuisine"
2215,Kmart, , ,40.327212,-79.9459532,department_store shop
2216,McDonald's, , ,40.38421033203108,-79.86328532384927,"retail building, fast_food amenity, burger cuisine"
2217,Seventh Street Commons,"221, 7th Street",15238,40.491767851845225,-79.86299799018302,commercial building
2218,South Side High School, , ,40.4270316,-79.9904217,school amenity
2219,Witherel & Associates,"966, Perry Highway", ,40.53725575,-80.0358784,yes building
2220,Buffalo Preserve, , ,40.309669286058565,-80.00522960559658, 
2221,Barking Slopes, , ,40.531675044897796,-79.7869091495191, 
2222,Sixth Street Commons, , ,40.49113817415561,-79.86312983689592,commercial building
2223,Pohl Construction Company, , ,40.5367224,-80.0212169, 
2224,Grace United Church of Christ, , ,40.3704495,-79.8515758,place_of_worship amenity
2225,Hazelwood Green, , ,40.41607697067248,-79.94980776323993, 
2226,Grandview Church of God, , ,40.4060584,-80.0232393,place_of_worship amenity
2227,City of Hope Church of the Nazarene, , ,40.3703819,-79.8489047,place_of_worship amenity
2228,CoGo's,"721, Island Avenue",15136,40.4731092,-80.0625462,convenience shop
2229,Riverview Towers, , ,40.413428767993565,-79.92134846334127,yes building
2230,Elm Leaf Park, , ,40.3796051678034,-79.95753438251003, 
2231,Crown Center, , ,40.340051655753115,-79.9642145427567,commercial building
2232,Cecil Township Fire Hall, , ,40.322244960523015,-80.19855711241291,"yes building, fire_station amenity"
2233,Aspinwall Marina, , ,40.4877357,-79.9031871, 
2234,Trafford Borough Hall, , ,40.384629,-79.759728,yes building
2235,Speedway, , ,40.3538767,-79.8373565,fuel amenity
2236,7-Eleven,"1005, Western Avenue",15233,40.45120041671455,-80.01914942567838,"convenience shop, retail building"
2237,Rox Express,"700, Frederick Street",15136,40.47134325,-80.06496335,"convenience shop, yes building"
2238,Martin's Cabin, , ,40.43291134999999,-79.94573885,yes building
2239,Lower Valley Ministries, , ,40.541622722493756,-79.77805001507886,"commercial building, place_of_worship amenity"
2240,PF Chang's, , ,40.40713500084204,-79.91600236392674,"yes building, restaurant amenity, chinese cuisine"
2241,Red Robin, , ,40.409907565893235,-79.91679997229024,"yes building, restaurant amenity, burger cuisine"
2242,TGI Friday's, , ,40.41083598076518,-79.91556780793267,"yes building, restaurant amenity, american cuisine"
2243,Subway, , ,40.42649006899769,-79.8879528677413,"yes building, fast_food amenity"
2244,GameStop, , ,40.426530698108905,-79.88793942835947,"video shop, yes building"
2245,Meinert Truck & Auto,"35, McCandless Avenue",15201,40.48188503502141,-79.95406819821908,"car_repair shop, yes building"
2246,Uno Chicago Grill, , ,40.4115012450481,-79.91468127562929,"yes building, restaurant amenity, american;pizza cuisine"
2247,Eat 'N Park, , ,40.411822156594695,-79.91381775240403,"yes building, restaurant amenity, american cuisine"
2248,Nicholson Center,"137, Campus Drive", ,40.5205829136383,-80.21073522039565,yes building
2249,Wash n'Run, , ,40.4398733,-79.9591888,car_wash amenity
2250,On the Run, , ,40.4398623,-79.9592191,convenience shop
2251,Marathon, , ,40.4398259,-79.9589425,fuel amenity
2252,Wendy's,"5422, Baum Boulevard",15232,40.456987750488715,-79.93745368077887,"yes building, fast_food amenity, burger cuisine"
2253,Moon Run United Presbyterian Church, , ,40.4513697,-80.1152947,place_of_worship amenity
2254,Saint James Roman Catholic Church, , ,40.44061136827469,-79.88507277736058,"yes building, place_of_worship amenity"
2255,Monroeville Church of the Brethren, , ,40.4553956,-79.760447,place_of_worship amenity
2256,Monroeville United Methodist Church, , ,40.4413337,-79.7660404,place_of_worship amenity
2257,Monumental Baptist Church, , ,40.4464966,-79.975584,place_of_worship amenity
2258,Chartiers Elementary School, , ,40.4575689,-80.0753331,school amenity
2259,Stewart Avenue Lutheran Church, , ,40.383024239321415,-79.97733180851576,"yes building, place_of_worship amenity"
2260,The Westin Convention Center Pittsburgh,"1000, Penn Avenue",15222,40.44420638911679,-79.99472800103119, 
2261,Pizza Hut,"2002, East Carson Street",15203,40.4283426572781,-79.9774094985532,"yes building, fast_food amenity, pizza cuisine"
2262,Park Baptist Church, , ,40.3172744,-79.8281621,place_of_worship amenity
2263,Saint Agnes School, , ,40.3701936,-79.8784972,school amenity
2264,H.B. Reynolds,"3251, Babcock Boulevard", ,40.52821627880497,-80.01828437092452,commercial building
2265,Saint Philip Church, , ,40.43687211496257,-80.06853509868246,"yes building, place_of_worship amenity"
2266,George Washington Elementary School, , ,40.312541251717896,-80.06264799940188,school building
2267,Fifth Street Memorial Park, , ,40.52282142552017,-79.83899629812679, 
2268,Mall Drive, , ,40.339431,-79.9526721, 
2269,De Haven School, , ,40.5447904,-79.9711651,school amenity
2270,Allegheny General Hospital Center for Children, , ,40.45657802097866,-79.99924935835936,"yes building, childcare amenity"
2271,Kane Regional Center, , ,40.54921980727511,-80.01395254271796,yes building
2272,Fairview Cemetery, , ,40.3481542066349,-79.85667659546401, 
2273,Starbucks, , ,40.4366434,-79.9863114,"cafe amenity, coffee_shop cuisine"
2274,William Pitt Union Lawn, , ,40.44357735089991,-79.95415463189464, 
2275,Starbucks,"417, S Craig St",15213,40.4445765,-79.9485149,"cafe amenity, coffee_shop cuisine"
2276,BP, , ,40.495748931857904,-80.06652620237968,"roof building, fuel amenity"
2277,Pittsburgh Ballet Theatre, , ,40.4574971,-79.9732665,theatre amenity
2278,Santini's, , ,40.4825251,-79.9732721,hairdresser shop
2279,Lincoln Pharmacy, , ,40.4814435,-79.9743436,pharmacy amenity
2280,Kitman's Fine Furniture, , ,40.4812533,-79.9744212,furniture shop
2281,Brenckle's Farm Market, , ,40.4929724,-79.9948421,farm shop
2282,PNC Carousel, , ,40.4423919,-79.9528541, 
2283,Denise, , ,40.3996391,-79.998975, 
2284,John Heinz Pittsburgh Regional History Center, , ,40.4466218,-79.9922012, 
2285,St Sylvester Catholic Church, , ,40.37103791355569,-79.9759686697797,"church building, place_of_worship amenity"
2286,Massage Envy,"680, Washington Road",15228,40.3804767,-80.0448309,massage shop
2287,Jade Grille,"670, Washington Road",15228,40.3805656,-80.0447813,restaurant amenity
2288,Buy 'n Fly, , ,40.4876114,-79.919844,fuel amenity
2289,McClure Middle School Library, , ,40.3479333,-79.8080139,library amenity
2290,Verona Public Docks, , ,40.495952156585574,-79.84804056637098, 
2291,Steve Kammerer's McKees Rocks Tattoo,"300, Catherine Street",15136,40.47261216789872,-80.05610975421916,"tattoo shop, yes building"
2292,The Humble Barber Company, , ,40.4816746,-80.0336301,hairdresser shop
2293,Grant St at US Steel Building A, , ,40.4413833,-79.995414, 
2294,Eastminster Presbyterian Church,"250, North Highland Avenue",15206,40.463284842451515,-79.92332206911561,"yes building, place_of_worship amenity"
2295,Waterfront Drive at Recreation Center, , ,40.4141992,-79.9023882, 
2296,Carmeuse, , ,40.5135993,-80.1354334,yes shop
2297,Grant St at Post Office, , ,40.4428041,-79.9944693, 
2298,"A. J. Drgon Associates, Inc.","201, Catherine Street",15136,40.47206265,-80.0580089,yes building
2299,St Rosalia-Old school, , ,40.425669728925705,-79.94318132881233,yes building
2300,Top Tier Barbershop, , ,40.3429465,-80.0272303,hairdresser shop
2301,Redbox, , ,40.3381728,-80.0242826,vending_machine amenity
2302,Saint Rosalias Church, , ,40.42581292420878,-79.94282972858812,"yes building, place_of_worship amenity"
2303,St Rosalia Academy,"411, Greenfield Avenue",15207,40.42559203052825,-79.94381579862105,yes building
2304,Golden Wok Inn, , ,40.3428913,-80.0272223,restaurant amenity
2305,Tortorice and the Hair, , ,40.3446678,-80.0277051,hairdresser shop
2306,Dollar Bank, , ,40.366210336350385,-79.98404837475985,"commercial building, bank amenity"
2307,Michel Landscaping Company, , ,40.496731413971126,-79.85544075048149,commercial building
2308,Quality Granite Outlet,"10444, Saw Mill Run Boulevard", ,40.40747640236791,-80.00484955788309,"kitchen shop, retail building"
2309,Steel City Rowing Club,"101, Arch Street",15147,40.4961832172212,-79.84699999897076,boathouse building
2310,Ferndale Park, , ,40.42572331555499,-79.73244577984305, 
2311,Quad, , ,40.51402004415732,-79.84689165016192, 
2312,Red Roof Inn, , ,40.4492009,-80.1572447, 
2313,MetroPCS,"109, Penn Plaza",15145,40.4058813,-79.8262709,mobile_phone shop
2314,Bob Evans, , ,40.4479681,-80.1589935,"restaurant amenity, american cuisine"
2315,Longhorn Steakhouse, , ,40.4514053,-80.1617508,"restaurant amenity, steak_house cuisine"
2316,Golden Corral, , ,40.4515196,-80.1559895,"restaurant amenity, american cuisine"
2317,Eat 'N Park, , ,40.4486131,-80.1621371,"restaurant amenity, american cuisine"
2318,Illegal Waste Dump, , ,40.347982054705504,-79.76780872804602, 
2319,Neville Motel, , ,40.5103809,-80.1282523, 
2320,Don's Appliances, , ,40.5434806,-80.0146293,yes shop
2321,Salt Bin for steps, , ,40.4579882,-79.9650734,grit_bin amenity
2322,North Hills Toyota Scion Sales & Parts Center, , ,40.5465872,-80.0195712,car_repair shop
