,name,address,postalCode,latitude,longitude,categories
1042,Haymarket, , ,55.9458025,-3.2195982, 
1043,Dough Re Mi,"5, Gilmore Place", ,55.9399502,-3.2119331,bakery shop
1044,Motorrad Central,"226, High Street",EH22 1AZ,55.896757413553566,-3.066459548104584,"motorcycle shop, yes building"
1045,Dynamic Earth, , ,55.95056598170395,-3.174407180555955,yes building
1046,Chameleon,"4, St Peter's Buildings", ,55.9399179,-3.2120002,hairdresser shop
1047,Aroosa Boutique,"16, Lochrin Buildings",EH3 9NB,55.9420007,-3.2041513999999998,clothes shop
1048,Cummings Plumbing,"11, St Peter's Buildings", ,55.9400621,-3.2116695, 
1049,Himalaya,"171, Bruntsfield Place",EH10 4DG,55.9357071,-3.2096659,"restaurant amenity, indian cuisine"
1050,Lauderville House,"52, Mayfield Road", ,55.9312264,-3.1769733000000002, 
1051,Allison House,"17, Mayfield Gardens", ,55.9332321,-3.1732335, 
1052,Bellevue,"40, Minto Street", ,55.9359796,-3.1769693, 
1053,Mansfield Traquair Centre,"15, Mansfield Place",EH3 6BB,55.95966513298724,-3.190490931504622,church building
1054,108th Scout Hall,Spylaw Street,EH13 0JX,55.9076935,-3.2586762,yes building
1055,Palmerston Suites,"37, Palmerston Place", ,55.949687,-3.218609, 
1056,Ignite,"272-274, Morrison Street", ,55.9463186,-3.2159103,"restaurant amenity, indian cuisine"
1057,Oaklands School,750 Ferry Road,EH4 4PQ,55.96739676715733,-3.25185241522395,school amenity
1058,Old Mission Hall, , ,55.954412053810266,-3.173655365600937,yes building
1059,Old Police Call Box, , ,55.93296583352975,-3.1412756488826252,yes building
1060,Kenji Sushi,"42, St Stephen Street",EH3 5AL,55.9577253,-3.2066386,"restaurant amenity, japanese cuisine"
1061,Portobello Swim Centre, , ,55.95305661447033,-3.106913237981067,yes building
1062,Structures Lab, , ,55.9229188435207,-3.172740571720372,yes building
1063,Mortonhall Golf Club Clubhouse,"231, Braid Road",EH10 6PB,55.9115987,-3.2096602, 
1064,Buccleuch Free Church of Scotland,"10, West Crosscauseway",EH8 9JP,55.94412787043796,-3.18474978678116,"yes building, place_of_worship amenity"
1065,Frankie & Benny's,"130, High Street", ,55.949878,-3.1884139,restaurant amenity
1066,SalonNinetyNine,"99, Portobello High Street", ,55.9539938,-3.1163924,hairdresser shop
1067,The University of Edinburgh Estates Department,"13, Infirmary Street",EH1 1LT,55.94851851058689,-3.185175683279112,university building
1068,Arnold Clark Motorstore, , ,55.927360699999994,-3.30297085,"car shop, retail building"
1069,Skoda West End Garage, , ,55.92245552806092,-3.302101589433523,"car shop, retail building"
1070,Lloyds Banking Group (Sighthill South), , ,55.924822858745486,-3.297831391288303,yes building
1071,Springwell Medical Centre,"39, Ardmillan Terrace",EH11 2JL,55.93832024164448,-3.22664637886414,"surgery building, doctors amenity"
1072,Canalside, , ,55.91721188339065,-3.280637700246048,yes building
1073,Blackhall Lawn Tennis Club,"10, Keith Terrace", ,55.9558214,-3.2506116, 
1074,Cala Group, , ,55.92211215,-3.30545645,office building
1075,Jarvie Plant, , ,55.926174655848925,-3.298698433787479,yes building
1076,Basement Garden,"13, Portland Place", ,55.9779705,-3.1804963,clothes shop
1077,Pomodoro,"8, Portland Terrace", ,55.9778702,-3.1803503,fast_food amenity
1078,Ocean Drive Dental Care,"120, Ocean Drive",EH6 6JG,55.9785678,-3.1804319,dentist amenity
1079,West End Police Station,"3-5, Torphichen Place", ,55.9466681,-3.2139844,police amenity
1080,Omnicare, , ,55.921661,-3.1548109,pharmacy amenity
1081,Best One,"18, Portland Place",EH6 6LA,55.9780846,-3.1807819999999998,convenience shop
1082,Tesco Metro,"94-100, Nicolson Street", ,55.9447948,-3.1836642,supermarket shop
1083,Tolcross Primary nursery school, , ,55.9431729,-3.2065802,childcare amenity
1084,Keystore, , ,55.9221875,-3.1535007,convenience shop
1085,Veitchi Group,"7, Swanfield", ,55.9720037,-3.1771377, 
1086,Sygn,"15-16, Charlotte Lane", ,55.9512756,-3.209621,bar amenity
1087,Syntax21,"21, Swanfield", ,55.9723194,-3.1769144, 
1088,George Square Gardens, , ,55.94370304837577,-3.188821183907341, 
1089,Jones Property Solutions,"11, Swanfield", ,55.9722046,-3.1767642, 
1090,The Mosque Kitchen,"31-33, Nicolson Square",EH8 9BX,55.9458222,-3.185124,restaurant amenity
1091,The Wine House Hotel 1821,"4, Picardy Place", ,55.9569679,-3.1875474, 
1092,Christie Roofing,"53, West Bowling Green Street", ,55.9720505,-3.1861093, 
1093,"IKM Tiles, Marble and Granite","55, Bangor Road",EH6 5JX,55.9721433,-3.1785601,trade shop
1094,Boroughmuir Rugby and Community Sports Club,"2, Meggetland Wynd", ,55.9276714,-3.2335696, 
1095,Royal Bingo, , ,55.90587048340919,-3.132759796830404,yes building
1096,Lochend Express, , ,55.9654324,-3.1550862,post_office amenity
1097,Black Ivy,"4, Alvanley Terrace", ,55.9375907,-3.2027684,bar amenity
1098,Alrick Building, , ,55.922140417778174,-3.171700828922053,yes building
1099,Edinburgh Backpackers Hostel,"65, Cockburn Street", ,55.9506243,-3.1884978, 
1100,St Christopher's Inn,"9-13, Market Street",EH1 1DE,55.9508839,-3.1903240999999998, 
1101,The Skylark, , ,55.9518645,-3.1111833,pub amenity
1102,Ardmillan Hotel,"9, Ardmillan Terrace", ,55.9383618,-3.2261155,pub amenity
1103,Anna Thai,"78, Portobello High Street", ,55.9543836,-3.1165561999999998,restaurant amenity
1104,MacIntyres,"158, Portobello High Street", ,55.9530888,-3.1144, 
1105,Kidzcare Nursery,"2, Windsor Place", ,55.9521066,-3.1122758,kindergarten amenity
1106,John Williamson Fishmonger,"146, Portobello High Street", ,55.9531781,-3.114614,seafood shop
1107,Funeral Services,"76, Portobello High Street", ,55.9544343,-3.1166474,funeral_directors shop
1108,Parliament Hall, , ,55.94904271296659,-3.191097105630168,yes building
1109,Caf Saint Honor,"34, Thistle Street North West Lane", ,55.9540962,-3.200245,"restaurant amenity, french cuisine"
1110,"The Biscuit Factory Distillery, Leith","4-6, Anderson Place",EH6 5NP,55.9708323,-3.181473, 
1111,a449 Architects,"23, Morton Street", ,55.9489443,-3.099411, 
1112,Mel Mackey, , ,55.9558038,-3.2586684999999997,hairdresser shop
1113,"Batchelor, Davidson & Watson - Veterinary Surgeons","19, Hillhouse Road", ,55.959349,-3.2550186,veterinary amenity
1114,No. 1 Grange Road,"1, Grange Road",EH9 1UH,55.9368168,-3.1806435,pub amenity
1115,Herringbone,"2, South Trinity Road",EH5 3NR,55.9713324,-3.2074793,restaurant amenity
1116,Greggs,"164-166, Portobello High Street", ,55.9528373,-3.1139369,fast_food amenity
1117,EDS, , ,55.93643466417175,-3.399563929478796,yes building
1118,Forthquarter, , ,55.97972022610876,-3.246920028622371, 
1119,Royal Victoria Hospital, , ,55.958424727886,-3.232242271944079, 
1120,EE, , ,55.9341422,-3.1041091,mobile_phone shop
1121,China Cafe,"66, Portobello High Street", ,55.9546264,-3.1169831,"fast_food amenity, chinese cuisine"
1122,Canonmills Baptist Church, , ,55.96264893069768,-3.198312573640153,"church building, place_of_worship amenity"
1123,Redbraes Park, , ,55.967988268236766,-3.188016029352461, 
1124,Bar Napoli,"75, Hanover Street",EH2 1EE,55.954006,-3.1972137,restaurant amenity
1125,Scott Russell Building, , ,55.9108828721921,-3.322858956580703,university building
1126,St Ninian's Church & Manse, , ,55.9756711,-3.1738696, 
1127,Giovanni's,"122-126, Easter Road", ,55.9595598,-3.1714455,"restaurant amenity, fish_and_chips cuisine"
1128,Holland House Electrical Supplies,"35, Rossie Place", ,55.9587463,-3.1676912,doityourself shop
1129,Easter Road Dental Practice,"100; 102, Easter Road", ,55.9590356,-3.1715565,dentist amenity
1130,Fruit o' the Toun,"95, Easter Road", ,55.9601814,-3.1716831,greengrocer shop
1131,Capital Pets, , ,55.9597294,-3.1713888,pet shop
1132,Bikram Yoga College of India, , ,55.9598383,-3.1707073, 
1133,best-one,"189, Leith Walk", ,55.967228,-3.1743609,convenience shop
1134,Atik,"3, West Tollcross", ,55.9434886,-3.204408,nightclub amenity
1135,Vbaid Jewelers,"245, Leith Walk", ,55.9663247,-3.175089,jewelry shop
1136,William Hill,"217, Leith Walk", ,55.9668433,-3.1746606,bookmaker shop
1137,Your Move,"295, Leith Walk", ,55.965234,-3.1760098, 
1138,Sea Breeze Cafe,"261, Leith Walk", ,55.9659918,-3.1753687,cafe amenity
1139,The Salvation Army Charity Shop,"109, Leith Walk", ,55.9687126,-3.1731033,charity shop
1140,Tip Top Tresses,"103, Leith Walk", ,55.9688473,-3.1729782,hairdresser shop
1141,cclasp,"7, North Leith Sands", ,55.9791416,-3.1828597, 
1142,Travelodge, , ,55.93858975259465,-3.393007777811771,yes building
1143,SQA Dalkeith Office,"24, Wester Shawfair",EH22 1FD,55.90611871237021,-3.101831149117468,office building
1144,Braid Hills Road 11, , ,55.916008145810444,-3.212164055489407,yes building
1145,M&S,"54-55-56-57-58-59-60, Princes Street", ,55.9525595,-3.1946413,department_store shop
1146,Kimmerghame House, , ,55.961491743422606,-3.228498000945252,dormitory building
1147,The Sonic Lodge,"9, Ferry Road", ,55.9751919,-3.179379,studio amenity
1148,The Canny Man's,"237, Morningside Road",EH10 4QU,55.9275788,-3.2090643,pub amenity
1149,Cameron House & Prestonfield Bowling Club Pavilion, , ,55.93267673881651,-3.158265916509161,club_house building
1150,Appin St Signal Box, , ,55.92945252028283,-3.238165902186308,industrial building
1151,The Scottish Gallery,"16, Dundas Street",EH3 6HZ,55.9565379,-3.1992079,art shop
1152,Lola Lo,"43B, Frederick Street", ,55.9536039,-3.2004645,nightclub amenity
1153,Willowbrae Parish Church, , ,55.954856744940926,-3.1486677641433642,"church building, place_of_worship amenity"
1154,Robert Murray Stamp Shop,"5-6, Inverleith Gardens", ,55.9710379,-3.2098421,books shop
1155,104th Edinburgh North East Scouts Hall,"44, South Trinity Road", ,55.9725399,-3.2078592,community_centre amenity
1156,Newcraighall Village, , ,55.93648148247493,-3.089624729129978, 
1157,New Wings, , ,55.945376,-3.1847087,internet_cafe amenity
1158,The Edinburgh Bookshop,"219, Bruntsfield Place", ,55.9346185,-3.2098527,books shop
1159,Afrin Barbers, , ,55.9325848,-3.1392781,hairdresser shop
1160,Bonnington House, , ,55.90673928040823,-3.422872608834818,yes building
1161,Amir & Son, , ,55.9324842,-3.1404246,convenience shop
1162,Smart Stitch,"121A, St John's Road", ,55.9423862,-3.280182,tailor shop
1163,Raeburn and Corstorphine Pram Centre,"115-117, St John's Road", ,55.9423521,-3.279816,yes shop
1164,Tax Assist Accountants,"113, St John's Road", ,55.9423184,-3.2796072, 
1165,B&M Joiners, , ,55.962180000000004,-3.1965697, 
1166,Cafe Royal,"19, West Register Street",EH2 2AA,55.9537951,-3.1904838,pub amenity
1167,maki & ramen,"97-101, Fountainbridge", ,55.9440128,-3.2064594,"restaurant amenity, japanese cuisine"
1168,Swan Travel Hotel,"29, Minto Street", ,55.9340915,-3.1741419, 
1169,F-Tailor Design, , ,55.9621216,-3.1964164,tailor shop
1170,City Car Club, , ,55.9364814,-3.1940654,car_sharing amenity
1171,Wellington Farm, , ,55.91628663001166,-3.074949351683579, 
1172,Duncan Street Batptist Church, , ,55.93531842693794,-3.178348100553105,"church building, place_of_worship amenity"
1173,Five Degrees,"39, Barclay Terrace",EH10 4HW,55.9398257,-3.2041647,cafe amenity
1174,Hanging Stanes, , ,55.9226406,-3.209418, 
1175,Nicolson Square Garden, , ,55.94594643630573,-3.185710890545437, 
1176,Henderson's Metal Cleaning,"1-3, Piershill Lane", ,55.954624,-3.1480037, 
1177,Arbor Green Nursery,"22, Arboretum Avenue",EH4 1HP,55.959836893086745,-3.21164903632207,kindergarten amenity
1178,Lidl, , ,55.93130191151212,-3.235350984134395,"supermarket shop, shop building"
1179,Zara,"56, Blackfriars Street", ,55.9490417,-3.1857303,"fast_food amenity, kebab cuisine"
1180,Tete a Tete Foto,"52, Blackfriars Street", ,55.9491137,-3.1857682,yes shop
1181,Currys PCWorld,"1-17, Glasgow Road",EH12 8HW,55.942090739086574,-3.29418202594327,"computer shop, retail building"
1182,Danderhall Bowling Club Pavilion,Edmonstone Road,EH22 1QU,55.9175836,-3.1093206,social_centre amenity
1183,Dakota, , ,55.98206102168387,-3.40012855332686,yes building
1184,The Bonham Hotel,"35, Drumsheugh Gardens", ,55.9514264,-3.2158032, 
1185,Cafe K, , ,55.93226,-3.1169878,cafe amenity
1186,Comely Bank Cemetery, , ,55.959551868935876,-3.229149388581865, 
1187,Kwik Fit, , ,55.940773881280506,-3.216341725408528,"car_repair shop, yes building"
1188,Church of the Nazarene, , ,55.95468136585903,-3.287002050795422,church building
1189,Colinton Mains Drive Post Office,"82, Colinton Mains Drive", ,55.9094215,-3.2331327,post_office amenity
1190,Well Pharmacy,"100, Craigentinny Road", ,55.9598991,-3.1384198,pharmacy amenity
1191,Geoffrey (Tailor) Kiltmaker,"57-59, High Street",EH1 1SR,55.9506159,-3.1853716,clothes shop
1192,Carrubbers Cafe,"65, High Street", ,55.950604,-3.1855672,cafe amenity
1193,Cashmere And Kilt Centre,"51, High Street",EH1 1SR,55.9506295,-3.1851989,clothes shop
1194,Braidburn Valley Park, , ,55.91417171333,-3.215372167054691, 
1195,Costa, , ,55.963254,-3.195738,"cafe amenity, coffee_shop cuisine"
1196,St Nicholas Parish Church gardens, , ,55.92214369826831,-3.290248256252901, 
1197,Howies,"29, Waterloo Place", ,55.9540924,-3.1857179,restaurant amenity
1198,South West Neighbourhood Office,"10, Westside Plaza",EH14 2ST,55.91615213056838,-3.286443448642477,yes building
1199,Marion House Care Home, , ,55.92974946977623,-3.19048265170912,"yes building, nursing_home amenity"
1200,Balgreen Primary School, , ,55.93771598354661,-3.2483684301557902,school amenity
1201,M. Paget Newsagent,"51, Restalrig Road", ,55.9685819,-3.158624,convenience shop
1202,Rachel Scott Bridal Couture,"3, Dundas Street",EH3 6QG,55.9562605,-3.1983688,clothes shop
1203,Chinese Goral, , ,55.9432149,-3.2696478, 
1204,Niddrie Community Church, , ,55.93521539334343,-3.120141165205971,"yes building, place_of_worship amenity"
1205,City Car Club, , ,55.9212012,-3.1402958,car_sharing amenity
1206,Ivy,"21A, Haddington Place", ,55.9601996,-3.1827585,beauty shop
1207,McCalls,"21-22A, Haddington Place", ,55.960229,-3.1827151,clothes shop
1208,Victoria Barbers,"28, Haddington Place", ,55.9604344,-3.1824125,hairdresser shop
1209,Fountain Court (Stewart Apartments),"10, Young Street", ,55.9529266,-3.2049325, 
1210,Claire Adams Total Fitness,"2, Swanfield", ,55.9718194,-3.1768224, 
1211,Delta Blinds,"4, Swanfield", ,55.9718711,-3.1767183,interior_decoration shop
1212,Peter Vardy Vauxhall, , ,55.963165,-3.1279552,car shop
1213,Homemax furniture,"33B, Haddington Place", ,55.9607206,-3.1819909,furniture shop
1214,Nanodent,"32, Haddington Place", ,55.9605594,-3.1822284,dentist amenity
1215,Emma Hall,"19A, Haddington Place", ,55.9601588,-3.1828184,hairdresser shop
1216,Hadden Rankin,"24, Haddington Place", ,55.9602898,-3.1826254,estate_agent shop
1217,Saint Cuthbert,"5, Lothian Road", ,55.949629931589875,-3.205075869925819,"church building, place_of_worship amenity"
1218,Peter Vardy BMW, , ,55.9595237,-3.123627,car shop
1219,Edina Paint Co,"10, Howe Street", ,55.9558065,-3.2023083,paint shop
1220,Peter Vardy Mini, , ,55.960467,-3.1233262,car shop
1221,Fleur of Blackhall,"7, Telford Road", ,55.9611104,-3.2584267000000002,florist shop
1222,Bensons Hairdressers,"9, Telford Road", ,55.9610971,-3.2583827,hairdresser shop
1223,Thistle Autos, , ,55.9593298,-3.1249681,car_repair shop
1224,Edinburgh Dental Specialists,"178, Rose Street", ,55.9514814,-3.2042156,dentist amenity
1225,Sainsbury's Local, , ,55.9456712,-3.2061679,supermarket shop
1226,BrewDog Lothian Road,"50, Lothian Road",EH3 9BY,55.9474969,-3.2065848,pub amenity
1227,Lawrence Smith and Son Wine Merchants,"61, Pleasance", ,55.9470098,-3.1821603,alcohol shop
1228,Breast Clinic, , ,55.96204812611428,-3.233929802038938,yes building
1229,Peugeot, , ,55.9610285,-3.1256536,car shop
1230,Outpatient Department, , ,55.9624098885948,-3.234600733602409,yes building
1231,Enterprise,"63-65, Salamander Street", ,55.9742986,-3.1596807,car_rental amenity
1232,Edinburgh Leisure,"3A, Carron Place", ,55.9725283,-3.1569304, 
1233,Rembrand, , ,55.964414,-3.1318775,trade shop
1234,Capital Wholesalers,"15, Salamander Yards", ,55.9719911,-3.1554144,greengrocer shop
1235,Bookspeed Wholesalers,"16, Salamander Yards", ,55.9721528,-3.1552656,books shop
1236,Earthgrass Ltd,"4A, Carron Place", ,55.9723992,-3.1564208, 
1237,Direct Slating,"26A, Salamander Street", ,55.9745417,-3.1599247,trade shop
1238,The Black Rose Tavern,"49, Rose Street", ,55.9526844,-3.1981001,pub amenity
1239,Vigo,"2A, Roseburn Terrace", ,55.9456205,-3.2341061,cafe amenity
1240,The Old Assembly Hall, , ,55.97514621681975,-3.166388958943641,commercial building
1241,Topps Tiles, , ,55.9655019,-3.1327343,hardware shop
1242,Munro Glazing,"1, Dundee Terrace", ,55.9396401,-3.2204394,glaziery shop
1243,Londis,"283; 285, Easter Road", ,55.9654312,-3.1704482,convenience shop
1244,Iona Bar,"203, Easter Road", ,55.963226399999996,-3.1710139,pub amenity
1245,Helen Lucas Architects,"33-35, Marchmont Road",EH9 1HU,55.9380089,-3.1945031999999998, 
1246,The Office,"180, Albert Street", ,55.9625525,-3.1711731,pub amenity
1247,PK Mashallah,"299, Easter Road", ,55.9658898,-3.1703687,hairdresser shop
1248,Sheila's,"102, Marchmont Crescent",EH9 1HD,55.9361959,-3.1940537,seafood shop
1249,Priestville Guest House,"10, Priestfield Road", ,55.9354637,-3.1669733, 
1250,Rosevale Guest House,"15, Kilmaurs Road", ,55.9349654,-3.1662224, 
1251,The Thistle House,"1, Kilmaurs Terrace", ,55.9344251,-3.166764, 
1252,Guru,"9, Dundee Terrace", ,55.9395738,-3.220707,"restaurant amenity, indian cuisine"
1253,Riddle and Coghill Interiors,"195, Lindsay Road",EH6 6ND,55.9787953,-3.1822125,furniture shop
1254,Clubhouse of Merchants of Edinburgh Golf Club, , ,55.920456585352426,-3.223338984292738,yes building
1255,Royal Navy & Royal Marine Club,"1, Broughton Road", ,55.96271485071417,-3.197293528104231,yes building
1256,China Town,"3, Atholl Place",EH3 8HP,55.9475908,-3.2134993,"restaurant amenity, chinese cuisine"
1257,West End Medical Practice,"36, Manor Place",EH3 7EB,55.949293071563226,-3.216643465772188,"yes building, doctors amenity"
1258,Bakery Andante,"8, North Leith Sands", ,55.9792443,-3.183424,bakery shop
1259,Lister Housing Co-operative,"36, Lauriston Place",EH3 9EZ,55.9450861,-3.196762,social_facility amenity
1260,Farrel Kitchens, , ,55.93476658344985,-3.093651049611387,yes building
1261,Dean Path Buildings, , ,55.95251946146083,-3.217854894424675,yes building
1262,Al Dente,"139, Easter Road", ,55.9612894,-3.171422,"restaurant amenity, italian cuisine"
1263,Nanyang, , ,55.9436221,-3.1937179,"restaurant amenity, Malaysian cuisine"
1264,The Doocot, , ,55.9666338,-3.2511512,pub amenity
1265,ceiling2floor, , ,55.927986761997936,-3.296116264122623,yes building
1266,Bruntsfield Golf Course,"32, Barnton Avenue",EH4 6JH,55.96908571083352,-3.2907409969684522, 
1267,Corstorphine United Free Church, , ,55.94128049542037,-3.283269323132601,"church building, place_of_worship amenity"
1268,Petals By The Shore,"57, Bernard Street", ,55.9760587,-3.1692976,florist shop
1269,JRM Coachworks,"23, Roseburn Street",EH12 5PE,55.9432847,-3.2355238,car_repair shop
1270,Pepper Wood Wildlife Reserve, , ,55.963476588284095,-3.376210109095473, 
1271,Colpamia,"8, Murrayfield Place", ,55.9463425,-3.2359303,cafe amenity
1272,Affordable Car Rentals,"33, Roseburn Street",EH12 5PE,55.942703,-3.2368673,car_rental amenity
1273,City Car Club, , ,55.954402,-3.1965541,car_sharing amenity
1274,City Car Club, , ,55.9605194,-3.1745432,car_sharing amenity
1275,Frosts Chartered Accountants,"51, Bernard Street", ,55.975999,-3.1691209, 
1276,Flux,"55, Bernard Street", ,55.976037,-3.1692333,gift shop
1277,Craiglockhart Castle, , ,55.91930618345288,-3.238325202418062, 
1278,Chequers,"16B, Broughton Street", ,55.9571722,-3.1885204,fast_food amenity
1279,Thomas Chalmers statue, , ,55.9524599,-3.2035115, 
1280,Summerhall, , ,55.9398367,-3.1821922,nightclub amenity
1281,Cafe Piccante,"19, Broughton Street", ,55.9569347,-3.187822,fast_food amenity
1282,The Tourmalet,"25, Buchanan Street", ,55.963641,-3.1765326,pub amenity
1283,Firth of Froth,"43, Broughton Street", ,55.9574895,-3.1883335,cafe amenity
1284,The Melting Pot,"5, Rose Street",EH2 2PR,55.9533108,-3.1946616,coworking_space amenity
1285,Ashley Stables,Freelands Road,EH28 8NW,55.92747524352763,-3.359321071329302,yes building
1286,Block B,"17B, Smith's Place", ,55.9672939,-3.1728972, 
1287,former lime kilns, , ,55.89290051159707,-3.15548294646876, 
1288,The Studio,"22, Potterrow",EH8 9BL,55.94638550975339,-3.187176072926869,"yes building, theatre amenity"
1289,Edinburgh Dog & Cat Home,"26, Seafield Road East", ,55.96491019824668,-3.130552661412558,animal_shelter amenity
1290,Iris,"47A, Thistle Street", ,55.9540378,-3.199336,restaurant amenity
1291,Arthur's Cafe,"117, Nicolson Street",EH8 9ER,55.9443159,-3.1840581,cafe amenity
1292,Health Opportunities Team, , ,55.93176556527714,-3.132180653513147,yes building
1293,Plumb Centre, , ,55.92699490081469,-3.296630636519693,yes building
1294,Bios Technologies, , ,55.9269022,-3.297283,yes building
1295,City Plumbing Supplies, , ,55.92685914039565,-3.297585361418493,yes building
1296,Fire Glass Scotland, , ,55.927555583410914,-3.295916849655332,yes building
1297,Howdens, , ,55.92706546587022,-3.296163500831915,yes building
1298,Nelson Monument, , ,55.95435205268826,-3.18262930036486,yes building
1299,The Anchor Inn, , ,55.9792487,-3.2313758,pub amenity
1300,Moredun House, , ,55.96254605856312,-3.223322761802972,dormitory building
1301,Colinton Parish Church Halls, , ,55.90566788500636,-3.254470338025324,yes building
1302,Love Bomb, , ,55.9066864,-3.418433, 
1303,Summerhall Distillery, , ,55.9401828,-3.181545,alcohol shop
1304,Greggs,"17, West Maitland Street",EH12 5EB,55.9466669,-3.2163737,fast_food amenity
1305,Costa Coffee, , ,55.9112312,-3.238499,cafe amenity
1306,Sandy's Barber Shop,"14, Hutchison Place", ,55.9290733,-3.2434293,hairdresser shop
1307,Hutchison Newsagent,"10, Hutchison Place", ,55.9290461,-3.2435642,convenience shop
1308,Flaubert Galllery,"74, St Stephen Street",EH3 5AQ,55.9579756,-3.2061588, 
1309,The Herbivore Kitchen,"65, Clerk Street",EH8 9JQ,55.9416882,-3.1819764,cafe amenity
1310,Grange Clocks,"7, Summerhall Place", ,55.9392882,-3.1819205,antiques shop
1311,Dropkick Murphys,Merchant Street, ,55.9478406,-3.1913751,pub amenity
1312,Stenhouse Community Bowling Club, , ,55.93155483340395,-3.259297503593238, 
1313,Let Me Eat,"63, Holyrood Road",EH8 8AS,55.950434,-3.1780145,"cafe amenity, sandwich cuisine"
1314,Zizzi,"42-43-44-45, Queensferry Street", ,55.9505921,-3.208745,"restaurant amenity, italian cuisine"
1315,Old Police Call Box, , ,55.9732790339799,-3.17342585,yes building
1316,Greggs,"27A, Raeburn Place", ,55.9588767,-3.2113228,fast_food amenity
1317,The Covey Agency,"1, Meadowbank Avenue", ,55.9552046,-3.155306, 
1318,Sundial Garden, , ,55.96219323678265,-3.21529782448181, 
1319,Parkside Bowling Club Pavilion, , ,55.940094860347294,-3.1726801964203952,club_house building
1320,Rocket,"41, Morningside Road",EH10 4DR,55.9322921,-3.2097971,cafe amenity
1321,sparqs,"1, Papermill Wynd", ,55.9645171,-3.1850902, 
1322,Slateford Medical Centre, , ,55.933416211250645,-3.238269754555993,"yes building, doctors amenity"
1323,National Records of Scotland,"17A, Charlotte Square", ,55.951468539018016,-3.209144150290585,church building
1324,Sotheby's,"7, Howe Street", ,55.9558267,-3.2016934, 
1325,Buddies Hair,"237, Portobello High Street", ,55.9519264,-3.1113657,hairdresser shop
1326,Boots, , ,55.9470639,-3.2154953,pharmacy amenity
1327,Butternut Squash,"10B, Bath Street", ,55.9534124,-3.11348,restaurant amenity
1328,Tribe Yoga,"35-36, Haddington Place",EH7 4AG,55.9608324,-3.1817654, 
1329,Cash 4 Clothes,"98, Portobello High Street", ,55.9541187,-3.116128,clothes shop
1330,Allingham Physiotherapy,"53, Strachan Road", ,55.9566633,-3.2584112,clinic amenity
1331,Maqbool's Supermarket,"36, Potterrow",EH8 9BT,55.9451748,-3.1864323,supermarket shop
1332,Superior Oriental,"84-86, South Clerk Street",EH8 9PT,55.9394951,-3.1801019999999998,convenience shop
1333,Scotway Business Centre, , ,55.913776258579176,-3.090450848749632, 
1334,The Doghouse,"18-22, Clerk Street", ,55.9427311,-3.1824789,pub amenity
1335,Morrisons, , ,55.90902522273526,-3.142694057493703,"supermarket shop, shop building"
1336,River Life,"84, Dalry Road",EH11 2AH,55.9439438,-3.2188704,"restaurant amenity, french;caribbean cuisine"
1337,Bank of Scotland,"20-22, Shandwick Place",EH2 4RN,55.9498996,-3.2091798,bank amenity
1338,CK Electronics,"30, Shandwick Place",EH2 4RT,55.9497929,-3.2094208,mobile_phone shop
1339,Meadowbank School of Motoring,"33, Parsons Green Terrace", ,55.9549654,-3.15199,driving_school amenity
1340,Rojava,"97-101, Morrison Street", ,55.9457446,-3.2100573,"restaurant amenity, kurdish cuisine"
1341,11, , ,55.939908666309414,-3.20162919649796, 
1342,Toccata Hair & Beauty,"3B, East Trinity Road", ,55.9775512,-3.1977499,hairdresser shop
1343,10, , ,55.93960625,-3.201922500000001, 
1344,Lidl, , ,55.94315311850606,-3.066579678423803,"supermarket shop, retail building"
1345,The Ball Room, , ,55.955159,-3.1504235,bar amenity
1346,Mr Hot Potato,"12, Wolseley Place", ,55.9549401,-3.1509666,restaurant amenity
1347,Gilhooley Plumbing and Heating,"22, Grange Loan", ,55.9338873,-3.1791764,trade shop
1348,Kingston House, , ,55.91939218651949,-3.15100473741806,yes building
1349,Leith Depot,"138-140, Leith Walk", ,55.9682176,-3.1741393,pub amenity
1350,WT Dunbar & Sons Funeral Directors,"178-182, Morningside Road",EH10 4PU,55.9290384,-3.2097387,funeral_directors shop
1351,Morningside Dental Clinic,"150, Morningside Road",EH10 4PX,55.929683,-3.209853,dentist amenity
1352,Chicken Club,"255-257, Leith Walk", ,55.9661107,-3.1752697,fast_food amenity
1353,Laundrette, , ,55.9644055,-3.1774463,laundry shop
1354,Printworks Coffee Company,"42, Constitution Street", ,55.9749611,-3.1671987,"cafe amenity, coffee_shop cuisine"
1355,The Edinburgh Remakery,"125-127, Leith Walk", ,55.9683403,-3.1734292,recycling shop
1356,Good Year,"62, Ratcliffe Terrace", ,55.9335062,-3.1782145,"restaurant amenity, chinese cuisine"
1357,Robbie's,"367, Leith Walk", ,55.963729,-3.1774461,pub amenity
1358,The Remedy Rooms,"66, St Stephen Street",EH3 5AQ,55.9578902,-3.2063226,beauty shop
1359,Flight Centre,"13, Queensferry Street",EH2 4PG,55.950625,-3.2095783,travel_agency shop
1360,New Look,South Groathill Avenue,EH4 2LN,55.9589039,-3.2432878,clothes shop
1361,Nike Factory Store,"40, South Groathill Avenue",EH4 2LN,55.9596292,-3.2421347,sports shop
1362,KFC,South Groathill Avenue,EH4 2LN,55.9583519,-3.2421678,"fast_food amenity, chicken cuisine"
1363,The Royal Mile Gallery,"272, Canongate", ,55.9506011,-3.183716,map;gift shop
